position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",kIG9Hx8ou0U,2024-09-04T08:52:48Z,"2024-09-04 08:52:48","Kako se točno OTPUŠTA u manifestiranju?- Ana Bučević","Kako i kada se događa otpuštanje? #otpustanje #manifesiranje",,27,Education,Health,PT9M58S,598,2d,hd,false,,hr,https://i.ytimg.com/vi/kIG9Hx8ou0U/maxresdefault.jpg,1,,,,73931,3401,,0,215
12,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",nQpiGkx_zKI,2024-09-02T08:36:18Z,"2024-09-02 08:36:18","Iz videa •S mudrošću kroz školski sustav•",,,27,Education,Lifestyle_(sociology),PT43S,43,2d,hd,false,,hr,https://i.ytimg.com/vi/nQpiGkx_zKI/maxresdefault.jpg,1,,,,8490,451,,0,12
13,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",rkCPs_pQ3fY,2024-09-01T08:48:46Z,"2024-09-01 08:48:46","S mudrošću kroz školski sustav - Ana Bučević","Smjernice za sve roditelje kako što mudrije proći sa svojim djetetom kroz školski sustav. #skolskisustav",,27,Education,Health,PT50M11S,3011,2d,hd,false,,hr,https://i.ytimg.com/vi/rkCPs_pQ3fY/maxresdefault.jpg,1,,,,29636,1416,,0,169
14,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",lS7vz4w4oeE,2024-08-30T06:46:37Z,"2024-08-30 06:46:37","Iz videa • Strah od javnog nastupa",,,27,Education,Entertainment,PT51S,51,2d,hd,false,,hr,https://i.ytimg.com/vi/lS7vz4w4oeE/maxresdefault.jpg,1,,,,21129,1056,,0,31
15,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",K1Lw-Ch9RDo,2024-08-28T07:29:06Z,"2024-08-28 07:29:06","Iz videa •O samopouzdanju•",,,27,Education,Lifestyle_(sociology),PT1M1S,61,2d,hd,false,,hr,https://i.ytimg.com/vi/K1Lw-Ch9RDo/maxresdefault.jpg,1,,,,9247,706,,0,12
16,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",1lNW8XjFJWg,2024-08-27T06:32:21Z,"2024-08-27 06:32:21","Iz videa •Razumjeti ili prekinuti odnos?•",,,27,Education,Lifestyle_(sociology),PT54S,54,2d,hd,false,,hr,https://i.ytimg.com/vi/1lNW8XjFJWg/maxresdefault.jpg,1,,,,14321,744,,0,20
17,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",IFSynVzI_lU,2024-08-25T07:27:32Z,"2024-08-25 07:27:32","Kako ubrzati expanziju? - Ana Bučević","Za sve one koji žele ubrzati expanziju i svoje duhovno putovanje #expanzija",,27,Education,,PT13M5S,785,2d,hd,false,,hr,https://i.ytimg.com/vi/IFSynVzI_lU/maxresdefault.jpg,1,,,,79821,3544,,0,292
18,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",kd8TUzmh7GM,2024-08-23T08:00:08Z,"2024-08-23 08:00:08","Iz videa •Što rade oni koji vole sebe?•",,,27,Education,,PT48S,48,2d,hd,false,,hr,https://i.ytimg.com/vi/kd8TUzmh7GM/maxresdefault.jpg,1,,,,25135,1115,,0,41
19,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",Ht3GEtexGmQ,2024-08-21T06:44:22Z,"2024-08-21 06:44:22","Youtube video •Za sve koji za uspjeh čekate podršku okoline•",,,27,Education,,PT41S,41,2d,hd,false,,hr,https://i.ytimg.com/vi/Ht3GEtexGmQ/maxresdefault.jpg,1,,,,23261,1005,,0,19
20,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",PgjVD4Ig334,2024-08-20T07:01:54Z,"2024-08-20 07:01:54","Youtube video • Za sve koji za uspjeh čekate podršku okoline",,,27,Education,,PT1M1S,61,2d,hd,false,,hr,https://i.ytimg.com/vi/PgjVD4Ig334/maxresdefault.jpg,1,,,,16221,900,,0,14
21,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",XD7pYbacMzc,2024-08-19T12:54:54Z,"2024-08-19 12:54:54","Prijave su na anabucevic.com pod ulaznice. Vidimo se uživo u Nedjelju 15.9.24.🩷",,,27,Education,,PT7S,7,2d,hd,false,,hr,https://i.ytimg.com/vi/XD7pYbacMzc/maxresdefault.jpg,1,,,,2639,115,,0,6
22,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",qhoyroUWt0c,2024-08-16T06:33:46Z,"2024-08-16 06:33:46","Iz videa •Bježite li od sebe?•",,,27,Education,Lifestyle_(sociology),PT1M1S,61,2d,hd,false,,hr,https://i.ytimg.com/vi/qhoyroUWt0c/maxresdefault.jpg,1,,,,15443,1025,,0,56
23,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",WhMLbvLz7Dc,2024-08-12T06:49:31Z,"2024-08-12 06:49:31","Iz videa • Predobro da bi bilo istinito!?",,,27,Education,Lifestyle_(sociology),PT42S,42,2d,hd,false,,hr,https://i.ytimg.com/vi/WhMLbvLz7Dc/maxresdefault.jpg,1,,,,29699,1712,,0,26
24,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",A2_2BiYcyzM,2024-08-10T06:08:27Z,"2024-08-10 06:08:27","Sve informacije i ulaznice na anabucevic.com",,,27,Education,,PT30S,30,2d,hd,false,,hr,https://i.ytimg.com/vi/A2_2BiYcyzM/maxresdefault.jpg,1,,,,3206,127,,0,4
25,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",IT6IrwuUG-o,2024-07-24T06:14:39Z,"2024-07-24 06:14:39","Youtube video : Umijeće kreiranja realnosti •PRIJATELJSTVO•",,,27,Education,Lifestyle_(sociology),PT59S,59,2d,hd,false,,hr,https://i.ytimg.com/vi/IT6IrwuUG-o/maxresdefault.jpg,1,,,,16397,865,,0,23
26,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",7SMou5yafNs,2024-07-23T05:35:00Z,"2024-07-23 05:35:00","Iz videa •Za sve prevarene, ostavljene, povrijeđene, razočarane•",,,27,Education,Lifestyle_(sociology),PT46S,46,2d,hd,false,,hr,https://i.ytimg.com/vi/7SMou5yafNs/maxresdefault.jpg,1,,,,15013,798,,0,17
27,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",NZu27Bveoic,2024-07-22T06:26:23Z,"2024-07-22 06:26:23","Iz videa •Za sve prevarene, ostavljene, povrijeđene, razočarane•",,,27,Education,Lifestyle_(sociology),PT1M1S,61,2d,hd,false,,hr,https://i.ytimg.com/vi/NZu27Bveoic/maxresdefault.jpg,1,,,,9002,666,,0,6
28,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",WxiYM0CH8ts,2024-07-20T06:05:30Z,"2024-07-20 06:05:30","Jezici ljubavi - Ana Bučević","Kojim jezikom ljubavi vi govorite, a kojim oni koje volite? #jeziciljubavi",,27,Education,Health,PT13M,780,2d,hd,false,,hr,https://i.ytimg.com/vi/WxiYM0CH8ts/maxresdefault.jpg,1,,,,62866,2683,,0,185
29,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",MVnbJ6JOXF0,2024-07-18T05:51:30Z,"2024-07-18 05:51:30","Iz videa •Promijenite misli i promijenit će vam se život•",,,27,Education,,PT1M,60,2d,hd,false,,hr,https://i.ytimg.com/vi/MVnbJ6JOXF0/maxresdefault.jpg,1,,,,19805,1086,,0,14
30,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",b0FzpUnyVuc,2024-07-17T06:36:46Z,"2024-07-17 06:36:46","Iz videa •Promijenite misli i promijenit će vam se život•",,,27,Education,,PT1M1S,61,2d,hd,false,,hr,https://i.ytimg.com/vi/b0FzpUnyVuc/maxresdefault.jpg,1,,,,14839,910,,0,14
31,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",5A4MyLLUUAk,2024-07-10T06:51:05Z,"2024-07-10 06:51:05","Iz videa •Kada je vrijeme da odustanete?•",,,27,Education,Lifestyle_(sociology),PT1M,60,2d,hd,false,,hr,https://i.ytimg.com/vi/5A4MyLLUUAk/maxresdefault.jpg,1,,,,23110,1110,,0,20
32,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",gBKcsmk4Ihc,2024-07-09T05:54:55Z,"2024-07-09 05:54:55","Iz videa •Ljubomora ni (je) ljubav•",,,27,Education,Lifestyle_(sociology),PT52S,52,2d,hd,false,,hr,https://i.ytimg.com/vi/gBKcsmk4Ihc/maxresdefault.jpg,1,,,,22854,851,,0,18
33,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",_EStkyBKhWY,2024-07-03T07:27:27Z,"2024-07-03 07:27:27","Što kažu djeca da je uzrok njihovog predivnog odnosa s majkom? - Ana Bučević","Kakve su majke bile da je odnos sa djecom predivan? #majke",,27,Education,Health,PT13M31S,811,2d,hd,false,,hr,https://i.ytimg.com/vi/_EStkyBKhWY/maxresdefault.jpg,1,,,,53540,2254,,0,295
34,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",-ZmiI3rMsAY,2024-06-25T05:57:09Z,"2024-06-25 05:57:09","Znanstveni dokazi utjecaja meditacije na ozdravljenje- Ana Bučević","Trailer dokumentarca : https://youtu.be/OSehGEm0zeA?si=jLqzEHFRefi2pLKO Dokumentarac : https://sourcethefilm.org/",,27,Education,Health,PT21M47S,1307,2d,hd,false,,hr,https://i.ytimg.com/vi/-ZmiI3rMsAY/maxresdefault.jpg,1,,,,54822,2661,,0,263
35,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",4cAaXflQOo0,2024-06-24T09:06:23Z,"2024-06-24 09:06:23","Kako djecu naučiti meditirati? - Ana Bučević","Moji savjeti kako da djecu naučite meditaciji ❤️ #meditacija",,27,Education,Health,PT25M7S,1507,2d,hd,false,,hr,https://i.ytimg.com/vi/4cAaXflQOo0/maxresdefault.jpg,1,,,,26586,1432,,0,99
36,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",Fcl0kSfq1KY,2024-06-10T06:11:08Z,"2024-06-10 06:11:08","Najava cjelodnevnih radionica •MOJE NOVO JA• 24/25 - Ana Bučević","Od danas kreću u prodaju ulaznice za cjelodnevne radionice MOJE NOVO JA. ✨️ Radionica je interaktivnog karaktera i tijekom cijele radionice polaznici aktivno sudjeluju svojim pitanjima, te praktičnom primjenom metoda i usvojenih znanja. Teme radionice: 7 univerzalnih zakona i kako živjeti u skladu s njima Kako s lakoćom mijenjati uvjerenja koja nam ne služe Strah kao iluzija Kako transformirati emocije niske vibracije Podizanje na emocionalnoj skali Metode kreiranja realnosti (praktično) Od kontrasta do expanzije Meditacija (osvještavanje sadašnjeg trenutka) Ulaznice su na anabucevic.com Broj mjesta je ograničen. #cjelodnevnaradionica #mojenovoja",,27,Education,Health,PT1M26S,86,2d,hd,false,,hr,https://i.ytimg.com/vi/Fcl0kSfq1KY/maxresdefault.jpg,1,,,,6953,197,,0,17
37,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",-yQwTmdO3R8,2024-06-02T08:06:35Z,"2024-06-02 08:06:35","Za sve samohrane majke 💝 - Ana Bučević","Da vas podsjetim tko ste zaista...✨️ #samohranomajcinstvo",,27,Education,,PT27M14S,1634,2d,hd,false,,hr,https://i.ytimg.com/vi/-yQwTmdO3R8/maxresdefault.jpg,1,,,,31431,1611,,0,230
38,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",azBeucjo9PE,2024-06-02T07:50:49Z,"2024-06-02 07:50:49","Webinar •UMIJEĆE MANIFESTIRANJA• 8.6.24. - Ana Bučević","Ulaznice na anabucevic.com #webinar",,27,Education,Health,PT1M6S,66,2d,hd,false,,hr,https://i.ytimg.com/vi/azBeucjo9PE/maxresdefault.jpg,1,,,,4245,178,,0,10
39,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",Bl9DPjXd8MI,2024-05-31T10:40:48Z,"2024-05-31 10:40:48","10 min. meditacija •NE MORAM NIŠTA• - Ana Bučević","Svrha ove meditacije je da se sklonite sebi s puta i dopustite sebi svoju prirodnu visoku vibraciju. #meditacija Music by : Marko Nikolic",,27,Education,Health,PT10M,600,2d,hd,false,,hr,https://i.ytimg.com/vi/Bl9DPjXd8MI/maxresdefault.jpg,1,,,,119667,2062,,0,126
40,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",DFjY6I81SR4,2024-05-19T07:28:28Z,"2024-05-19 07:28:28","Kako s lakoćom donositi prave odluke? - Ana Bučević","Zašto netko teško donosi odluke, a netko s lakoćom? #odluke",,27,Education,Health,PT19M47S,1187,2d,hd,false,,hr,https://i.ytimg.com/vi/DFjY6I81SR4/maxresdefault.jpg,1,,,,100797,3440,,0,288
41,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",s9DK88P8urk,2024-04-12T08:11:53Z,"2024-04-12 08:11:53","Ego - Ana Bučević","Zašto imamo ego? #ego",,27,Education,Lifestyle_(sociology),PT21M59S,1319,2d,hd,false,,hr,https://i.ytimg.com/vi/s9DK88P8urk/maxresdefault.jpg,1,,,,84864,3052,,0,287
42,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",OuEOz-9Hiqo,2024-04-10T07:46:32Z,"2024-04-10 07:46:32","Formula Manifestiranja 🧞‍♂️- Ana Bučević","Kako glasi formula manifestiranja? #formulamanifestiranja #manifestacije",,27,Education,Lifestyle_(sociology),PT28M23S,1703,2d,hd,false,,hr,https://i.ytimg.com/vi/OuEOz-9Hiqo/maxresdefault.jpg,1,,,,171115,5745,,0,556
43,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",nNzfs92tQek,2024-04-07T17:52:57Z,"2024-04-07 17:52:57","SEMINAR • NIŠ • 11.05.24. - Ana Bučević","Ulaznice na anabucevic.com. #seminar",,27,Education,,PT1M2S,62,2d,hd,false,,hr,https://i.ytimg.com/vi/nNzfs92tQek/maxresdefault.jpg,1,,,,4012,116,,0,9
44,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",JBRHdj7jdoc,2024-04-07T17:51:29Z,"2024-04-07 17:51:29","SEMINAR • SARAJEVO• 20.O4.24.- Ana Bučević","Ulaznice na anabucevic.com #seminar",,27,Education,,PT1M2S,62,2d,hd,false,,hr,https://i.ytimg.com/vi/JBRHdj7jdoc/maxresdefault.jpg,1,,,,2217,81,,0,3
45,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",1rOZ1ef4OHM,2024-04-07T17:49:13Z,"2024-04-07 17:49:13","Webinar • KAKO ŽIVI SVJESNI KREATOR• 13.04.24. - Ana Bučević","prijave na anabucevic.com #webinar",,27,Education,Health,PT1M2S,62,2d,hd,false,,hr,https://i.ytimg.com/vi/1rOZ1ef4OHM/maxresdefault.jpg,1,,,,4627,168,,0,5
46,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",f9hYU90sbIc,2024-03-13T16:13:25Z,"2024-03-13 16:13:25","Granice i pitanje koje će vam uvijek dati najbolji odgovor- Ana Bučević","O postavljaju granica i koje pitanje možete uvijek postaviti sebi i dobit ćete odgovor što napraviti. #granice",,27,Education,,PT26M44S,1604,2d,hd,false,,hr,https://i.ytimg.com/vi/f9hYU90sbIc/maxresdefault.jpg,1,,,,121743,5019,,0,437
47,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",jOiqSFM6oKU,2024-03-11T19:26:48Z,"2024-03-11 19:26:48","Kako postići MIR u roku od 5 minuta? - Ana Bučević","Kako prihvatiti situacije koje nam se događaju i kako transformirati emocije? #prihvacanje #mir",,27,Education,"Health,Lifestyle_(sociology)",PT23M25S,1405,2d,hd,false,,hr,https://i.ytimg.com/vi/jOiqSFM6oKU/maxresdefault.jpg,1,,,,176571,5721,,0,467
48,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",k4xKIZ69WIk,2024-03-09T18:38:22Z,"2024-03-09 18:38:22","Nemoćni niste NIKADA! - Ana Bučević","Tri stvari koje uvijek možete poduzeti. #nemoc",,27,Education,,PT11M1S,661,2d,hd,false,,hr,https://i.ytimg.com/vi/k4xKIZ69WIk/maxresdefault.jpg,1,,,,95084,4154,,0,334
49,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",R7x2K61_Alg,2024-02-18T09:51:01Z,"2024-02-18 09:51:01","Ključ koji otvara sva vrata već je u vašim rukama - Ana Bučević","Što je meditacija i kako meditirati? #meditacija",,27,Education,Health,PT39M53S,2393,2d,hd,false,,hr,https://i.ytimg.com/vi/R7x2K61_Alg/maxresdefault.jpg,1,,,,217887,5799,,0,457
50,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",CyG98HQSsi0,2024-02-14T20:08:58Z,"2024-02-14 20:08:58","Webinar • ZAŠTO IMAMO EGO • 09.03.24. - Ana Bučević","Prijave za webinar na anabucevic.com #webinar #ego",,27,Education,Health,PT1M2S,62,2d,hd,false,,hr,https://i.ytimg.com/vi/CyG98HQSsi0/maxresdefault.jpg,1,,,,7302,230,,0,6
51,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",4SDZBjM6Wio,2024-01-30T09:41:36Z,"2024-01-30 09:41:36","Živite li svoje strahove ili svoje snove? - Ana Bučević","Ovim videom želim vam osvijestiti strahove i što napraviti da prestanete živjeti u strahu? #strahovi #snovi",,27,Education,Health,PT28M19S,1699,2d,hd,false,,hr,https://i.ytimg.com/vi/4SDZBjM6Wio/maxresdefault.jpg,1,,,,100774,4013,,0,427
52,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",GhTx_BYcrHQ,2024-01-19T21:19:15Z,"2024-01-19 21:19:15","Vođena meditacija • OSJETITE ZAGRLJAJ VOLJENE OSOBE KOJA JE NAPUSTILA OVAJ SVIJET • - Ana Bučević","Uživajte u ovoj predivnoj meditaciji i emocijama koje ćete osjetiti. ❤️ Music by: Marko Nikolić #vođenameditacija",,27,Education,,PT15M32S,932,2d,hd,false,,hr,https://i.ytimg.com/vi/GhTx_BYcrHQ/maxresdefault.jpg,1,,,,17302,537,,0,66
53,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",nQw1_U4k4tc,2024-01-18T16:46:42Z,"2024-01-18 16:46:42","Webinar •KAKO KREIRATI OBILJE U SVOM ŽIVOTU• 27.01.24. - Ana Bučević","Prijave na anabucevic.com #webinar #obilje",,27,Education,,PT1M34S,94,2d,hd,false,,hr,https://i.ytimg.com/vi/nQw1_U4k4tc/maxresdefault.jpg,1,,,,6990,249,,0,32
54,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",pHdqbpIdiAU,2024-01-09T09:44:21Z,"2024-01-09 09:44:21","Što je intuicija i kako je čuti? - Ana Bučević","Kako prepoznati glas intuicije? #intuicija",,27,Education,Health,PT29M20S,1760,2d,hd,false,,hr,https://i.ytimg.com/vi/pHdqbpIdiAU/maxresdefault.jpg,1,,,,141668,5142,,0,410
55,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",igjKfRdAKX0,2023-11-21T09:42:30Z,"2023-11-21 09:42:30","SEMINAR• BEČ• 9.12.23. - Ana Bučević","Ulaznice na anabucevic.com #seminar",,27,Education,,PT1M6S,66,2d,hd,false,,hr,https://i.ytimg.com/vi/igjKfRdAKX0/maxresdefault.jpg,1,,,,10298,181,,0,21
56,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",7QdvjSBYnfA,2023-11-18T11:33:44Z,"2023-11-18 11:33:44","Motivacija za 2024. 🎉 - Ana Bučević","Tradicionalni video koji snimam na kraju svake godine. Ove godine vam želim pomoći kakk da budete sretna osoba! #motivacija",,27,Education,Lifestyle_(sociology),PT38M25S,2305,2d,hd,false,,hr,https://i.ytimg.com/vi/7QdvjSBYnfA/maxresdefault.jpg,1,,,,165974,5496,,0,493
57,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",WYoVvO9jYHQ,2023-10-29T21:08:08Z,"2023-10-29 21:08:08","IZ KNJIGE 365 DANA OSVJEŠTAVANJA 🦋","Sve knjige možete naći na anabucevic.com sa dostavom u cijeli svijet. ❤️🌍",,27,Education,,PT15S,15,2d,hd,false,,hr,https://i.ytimg.com/vi/WYoVvO9jYHQ/maxresdefault.jpg,1,,,,18879,1574,,0,18
58,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",mZb0Vgas2ZA,2023-10-26T10:33:19Z,"2023-10-26 10:33:19","Kako zaustaviti negativne misli? • 3 metode • - Ana Bučević","Što možete napraviti kada imate negativne misli? #negativnemisli",,27,Education,Lifestyle_(sociology),PT31M32S,1892,2d,hd,false,,hr,https://i.ytimg.com/vi/mZb0Vgas2ZA/maxresdefault.jpg,1,,,,227089,6247,,0,474
59,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",TVV7uKeRUD8,2023-10-25T14:53:30Z,"2023-10-25 14:53:30","SEMINAR • SKOPLJE • 25.11. 23. - Ana Bučević","Ulaznice i informacije na anabucevic.com",,27,Education,,PT1M15S,75,2d,hd,false,,hr,,1,,,,6243,150,,0,24
60,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",SReaE5CMAgU,2023-10-18T07:54:17Z,"2023-10-18 07:54:17","Kako izaći iz osjećaja krivnje? - Ana Bučević","Za sve koji zbog nečega osjećate krivnju i kako izaći iz tog osjećaja? #krivnja",,27,Education,Health,PT26M16S,1576,2d,hd,false,,hr,https://i.ytimg.com/vi/SReaE5CMAgU/maxresdefault.jpg,1,,,,103856,3661,,0,340
61,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",OKtSCwxlAZE,2023-10-10T07:36:04Z,"2023-10-10 07:36:04","Predobro da bi bilo istinito?! - Ana Bučević","Služi li vam uvjerenje ako je predobro, nije istinito i šta ako vas plaši sreća? #predobrodabibiloistinito",,27,Education,Health,PT27M,1620,2d,hd,false,,hr,https://i.ytimg.com/vi/OKtSCwxlAZE/maxresdefault.jpg,1,,,,155504,4785,,0,476
62,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",IiDaNUIBBRo,2023-09-22T18:04:05Z,"2023-09-22 18:04:05","Kako se nositi sa konstruktivnim kritikama?- Ana Bučević","Odgovor na pitanje dobitnice webinara! ❤️ #kritike",,27,Education,,PT13M26S,806,2d,hd,false,,hr,https://i.ytimg.com/vi/IiDaNUIBBRo/maxresdefault.jpg,1,,,,58006,2055,,0,138
63,UCBEipHW5jNHITTkNXJHPD1g,"SAFARI DUHA",5M0H4Nw_JNo,2023-09-08T18:08:32Z,"2023-09-08 18:08:32","DARIVANJE WEBINARA 🎉 - Ana Bučević","prijave za webinar na anabucevic.com #webinar",,27,Education,Health,PT1M17S,77,2d,hd,false,,hr,https://i.ytimg.com/vi/5M0H4Nw_JNo/maxresdefault.jpg,1,,,,12382,596,,0,680
