position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
33,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",H3_CzSbmJ_I,2024-06-10T09:03:01Z,"2024-06-10 09:03:01","Zašto se dešavaju loše stvari","Zašto se dešavaju loše stvari #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost",,27,Education,Lifestyle_(sociology),PT38S,38,2d,hd,false,,,https://i.ytimg.com/vi/H3_CzSbmJ_I/maxresdefault.jpg,1,,,,19201,743,,0,9
34,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",a-EjsNc_pbI,2024-06-08T18:04:05Z,"2024-06-08 18:04:05","Da li oprostiti znači zaboraviti?","Oprostiti znači zaboraviti? #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost",,27,Education,Lifestyle_(sociology),PT39S,39,2d,hd,false,,,https://i.ytimg.com/vi/a-EjsNc_pbI/maxresdefault.jpg,1,,,,6638,362,,0,4
35,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",Z1Yrpws3E6E,2024-06-07T18:56:49Z,"2024-06-07 18:56:49","Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost - preuzmi","Preuzmi predivan tečaj ***** Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost Program od 5 zvjezdica koji je već promijenio mnoge živote Gratis!!! na ovome linku: https://luisanita.com/paketi/mega-uspjesan-program/ Osobni razvoj i pozitiva, motivacija i inspriacija za bolji život, duhovnost #anitaluis #duhovnost #uspjeh #uspjeh #samopomoć #pozitiva #motivacija #inspiracija #život Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam! Izjava o odricanju od odgovornosti: Anita Luis nije licencirani liječnik, kiropraktičar, nutricionist, farmaceut, psiholog, psihoterapeut ili bilo koji drugi licencirani zdravstveni profesionalac. Intuitivno kanaliziranje od strane Anite Luis nije namijenjeno niti bi trebalo zamijeniti profesionalne usluge uključujući, ali ne ograničavajući se na medicinske, pravne, poslovne i/ili psihološke usluge. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Anitom Luis imaju edukativnu, duhovnu i zabavnu svrhu.","anita luis,motivacija,osobni razvoj,inspiracija,duhovnost,pozitiva,mega uspješan program,gratis tečaj,gratis program,motivacija i inspiracija,osobni razvoj i pozitiva,uspjeh,za motivaciju,motivacijski video,motivacioni video,inspriacijski video,inspriacioni video,duhovnost i osobni rast,osobni rast",27,Education,"Health,Lifestyle_(sociology)",PT35S,35,2d,hd,false,hr,hr,https://i.ytimg.com/vi/Z1Yrpws3E6E/maxresdefault.jpg,1,,,,42455,6819,,0,6
36,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",8sNTV9Iau6E,2024-06-06T16:32:07Z,"2024-06-06 16:32:07","Kako se nositi sa burnoutom?","Kako se nositi sa burnoutom? #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost",,27,Education,"Health,Lifestyle_(sociology)",PT38S,38,2d,hd,false,,,https://i.ytimg.com/vi/8sNTV9Iau6E/maxresdefault.jpg,1,,,,8284,387,,0,0
37,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",gVjPusCsm1g,2024-06-04T16:32:17Z,"2024-06-04 16:32:17","Što kada srce i um nisu u skladu?","Što kada srce i um nisu u skladu? #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost","srce,um,skad,razum,glava,srce i um,sklad u srcu,sklad srca i uma,anita luis,osobni razvoj,duhovnost",27,Education,"Health,Lifestyle_(sociology)",PT33S,33,2d,hd,false,,,https://i.ytimg.com/vi/gVjPusCsm1g/maxresdefault.jpg,1,,,,9597,416,,0,4
38,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",jJRTV0KEh9w,2024-06-02T09:32:23Z,"2024-06-02 09:32:23","Kako neuspjeh najbrže okrenuti u svoju korist?","Kako neuspjeh najbrže okrenuti u svoju korist? #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost",,27,Education,"Health,Lifestyle_(sociology)",PT36S,36,2d,hd,false,,,https://i.ytimg.com/vi/jJRTV0KEh9w/maxresdefault.jpg,1,,,,5980,335,,0,3
39,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",hC26uBF_KIg,2024-05-31T18:32:02Z,"2024-05-31 18:32:02","Što kada djete pokušava manipulirati roditelja?","Što kada dijete pokušava manipulirati :) #motivacija #manifestiranje #osobnirazvoj #život #uspeh #duhovnost #lifecoach #akcija #ljubavpremasebi #uspeh #život #anitaluis #osobnirast #osobnirazvoj #uspjeh #duhovnost",,27,Education,"Health,Lifestyle_(sociology)",PT44S,44,2d,hd,false,,,https://i.ytimg.com/vi/hC26uBF_KIg/maxresdefault.jpg,1,,,,5683,212,,0,2
40,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",wwmMM5eqlPo,2024-05-31T15:16:37Z,"2024-05-31 15:16:37","Odgoj djece autentično jednostavno, dozvoli si opustiti se i otvoriti srce još više / pusti pravila","Slušaj sebe, znaš biti divan roditelj - Odgoj djece autentično jednostavno, dozvoli si opustiti se i otvoriti srce još više / pusti pravila / Odgoj iz uma ili iz srca - za dobro roditeljstvo za sretnu djecu Odgoj djece autentično jednostavno, dozvoli si opustiti se i otvoriti srce još više / pusti pravila / Za sretno djetinjstvo, za sretno dijete, za sretno roditeljstvo slušaj srce. Odgoj djece autentično jednostavno, dozvoli si opustiti se i otvoriti srce još više / pusti pravila Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis #djeca #deca #roditeljstvo #anitaluis #odgoj Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam! Izjava o odricanju od odgovornosti: Anita Luis nije licencirani liječnik, kiropraktičar, nutricionist, farmaceut, psiholog, psihoterapeut ili bilo koji drugi licencirani zdravstveni profesionalac. Intuitivno kanaliziranje od strane Anite Luis nije namijenjeno niti bi trebalo zamijeniti profesionalne usluge uključujući, ali ne ograničavajući se na medicinske, pravne, poslovne i/ili psihološke usluge. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Anitom Luis imaju edukativnu, duhovnu i zabavnu svrhu.","anita luis,motivacija,osobni razvoj,odgoj,odgoj djeteta,odgoj djece,sretno roditeljstvo,sretno dijete,odgoj djece autentično,odgoj djece jednostavno,slušaj sebe odgoj,odgoj iz srca,iz srca ili uma djeca,kako s djecom,kako odgajati dijete,odgajati dete,odgoj dece,odgajati decu,odgojiti dijete,kvalitetan odgoj,pusti pravila,visokosvjestan roditelj,roditelj,roditeljstvo i duhovnost,tečaj o roditeljstvu",27,Education,Health,PT9M18S,558,2d,hd,false,hr,hr,https://i.ytimg.com/vi/wwmMM5eqlPo/maxresdefault.jpg,1,,,,3371,204,,0,18
41,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",HSrMAScOcng,2024-05-27T17:32:14Z,"2024-05-27 17:32:14","Kako okolina reagira na našu promjenu?","Preuzmi predivan tečaj ***** Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost Program od 5 zvjezdica koji je već promijenio mnoge živote Gratis!!! na ovome linku: https://luisanita.com/paketi/mega-uspjesan-program/ Osobni razvoj i pozitiva, motivacija i inspriacija za bolji život, duhovnost #anitaluis #duhovnost #uspjeh #uspjeh #samopomoć #pozitiva #motivacija #inspiracija #život Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam!","anita luis,motivacija,osobni razvoj,inspiracija,duhovnost,pozitiva,mega uspješan program,gratis tečaj,gratis program,motivacija i inspiracija,osobni razvoj i pozitiva,uspjeh,za motivaciju,motivacijski video,motivacioni video,inspriacijski video,inspriacioni video,duhovnost i osobni rast,osobni rast",27,Education,"Health,Lifestyle_(sociology)",PT35S,35,2d,hd,false,,,https://i.ytimg.com/vi/HSrMAScOcng/maxresdefault.jpg,1,,,,7745,360,,0,3
42,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",F-JMEx-p4_U,2024-05-27T15:58:45Z,"2024-05-27 15:58:45","Sve je moguće, motivacijski video, inspiracija i vizualizacija za ostvarenje želja, kreiranje","Sve je moguće, motivacijski video, inspiracija i vizualizacija, za ostvarenje želja, kreiranje. Vizualizacija za želje, motivacija i vizualizacija za ljubav, neka vas inspirira moja životna priča. Život je ljepši uz inspiraciju i vizuolizaciju. Neka vam ovaj motivacijski video služi. #motivacija #anitaluis #inspiracijadana #inspiracija #motivacijskivideo #motivacionivideo #manifestiranje #život ****** Ovo je link za radionicu Kvanta vizualizacija za kreiranje https://luisanita.com/predavanja/kvantna-vizualizacija-za-kreiranje/ u mjesečnoj pretplati. Možete sudjelovati samo na ovoj radionici za svega 45 Eur ili na mjesečnoj pretplati za 60 Eur što uključuje 4 radionice! Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam! Izjava o odricanju od odgovornosti: Anita Luis nije licencirani liječnik, kiropraktičar, nutricionist, farmaceut, psiholog, psihoterapeut ili bilo koji drugi licencirani zdravstveni profesionalac. Intuitivno kanaliziranje od strane Anite Luis nije namijenjeno niti bi trebalo zamijeniti profesionalne usluge uključujući, ali ne ograničavajući se na medicinske, pravne, poslovne i/ili psihološke usluge. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Anitom Luis imaju edukativnu, duhovnu i zabavnu svrhu.","anita luis,motivacija,osobni razvoj,inspiracija,motivacijski,motivacijski video,sve je moguće,jel moguće,moguće je,inspiracija dana,inspiracija noci,inspiracija mladjih,inspiracija dana inspiracija noci,motivacioni govor,motivacioni video,motivacioni govori,inspirational video,zakon privlačnosti,zakon privlacenja,vizualizacija ljubavi,vizualizacija novca,vizualizacija zelje,ostvarenje želja,ostvariti želje,kreiranje",27,Education,Health,PT4M35S,275,2d,hd,false,hr,hr,https://i.ytimg.com/vi/F-JMEx-p4_U/maxresdefault.jpg,1,,,,4046,360,,0,18
43,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",vP7rN4KLSvI,2024-05-25T18:32:29Z,"2024-05-25 18:32:29","Kada se boriti za odnos a kada odustati od odnosa","Preuzmi predivan tečaj ***** Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost Program od 5 zvjezdica koji je već promijenio mnoge živote Gratis!!! na ovome linku: https://luisanita.com/paketi/mega-uspjesan-program/ Osobni razvoj i pozitiva, motivacija i inspriacija za bolji život, duhovnost #anitaluis #duhovnost #uspjeh #uspjeh #samopomoć #pozitiva #motivacija #inspiracija #život Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam!","anita luis,motivacija,osobni razvoj,inspiracija,duhovnost,pozitiva,mega uspješan program,gratis tečaj,gratis program,motivacija i inspiracija,osobni razvoj i pozitiva,uspjeh,za motivaciju,motivacijski video,motivacioni video,inspriacijski video,inspriacioni video,duhovnost i osobni rast,osobni rast",27,Education,"Health,Lifestyle_(sociology)",PT56S,56,2d,hd,false,,,https://i.ytimg.com/vi/vP7rN4KLSvI/maxresdefault.jpg,1,,,,7749,323,,0,4
44,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",24mVaxfHMQY,2024-05-23T17:04:03Z,"2024-05-23 17:04:03","Kada previse brinemo o djeci","Preuzmi predivan tečaj ***** Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost Program od 5 zvjezdica koji je već promijenio mnoge živote Gratis!!! na ovome linku: https://luisanita.com/paketi/mega-uspjesan-program/ Osobni razvoj i pozitiva, motivacija i inspriacija za bolji život, duhovnost #anitaluis #duhovnost #uspjeh #uspjeh #samopomoć #pozitiva #motivacija #inspiracija #život Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam!","anita luis,motivacija,osobni razvoj,inspiracija,duhovnost,pozitiva,mega uspješan program,gratis tečaj,gratis program,motivacija i inspiracija,osobni razvoj i pozitiva,uspjeh,za motivaciju,motivacijski video,motivacioni video,inspriacijski video,inspriacioni video,duhovnost i osobni rast,osobni rast",27,Education,"Health,Lifestyle_(sociology)",PT38S,38,2d,hd,false,,,https://i.ytimg.com/vi/24mVaxfHMQY/maxresdefault.jpg,1,,,,5708,313,,0,6
45,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",vwmZkB-PFoQ,2024-05-20T17:16:53Z,"2024-05-20 17:16:53","Izvan zone komfora - osjećaj se sigurno u svakoj situaciji, sigurnost u nesigurnosti","Izvan zone komfora - osjećaj se sigurno u svakoj situaciji, sigurnost u nesigurnosti. Stvori osjećaj sigurnosti u nesigurosti. Osjećaj sigurnost u promjenama. Ego i sigurost, trenirati ego iznad straha u sigurnost. Transformiraj svijest, reprogramiraj podsvijest u sigurnost uz pomoć meditacije i energije na radionicama utorkom uživo u mjesečnoj pretplati. #anitaluis #sigurnost #strah #promjena #osobnirazvoj #duhovnost #motivacija *****Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Link za radionicu sigurost u svakoj prilici https://luisanita.com/predavanja/sigurnost-u-svakoj-prilici/ Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Svakog utorka radionice uživo! Možete sudjelovati na jednoj ili na više radionica u mjesečnoj pretplati. Link za ovu radionicu zasebno: https://luisanita.com/predavanja/sigurnost-u-svakoj-prilici/ Link za radionicu u pretplati (otkažite bilo kad) https://luisanita.com/product/mjesecna-pretplata-na-meditacije-vjezbe-transformacije-svijesti/ Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam! Izjava o odricanju od odgovornosti: Anita Luis nije licencirani liječnik, kiropraktičar, nutricionist, farmaceut, psiholog, psihoterapeut ili bilo koji drugi licencirani zdravstveni profesionalac. Intuitivno kanaliziranje od strane Anite Luis nije namijenjeno niti bi trebalo zamijeniti profesionalne usluge uključujući, ali ne ograničavajući se na medicinske, pravne, poslovne i/ili psihološke usluge. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Anitom Luis imaju edukativnu, duhovnu i zabavnu svrhu.","anita luis,sigurnost,nesigurnost,promjena,neizvjesnost,zona komfora,sigurnost u svakoj prililci,sigurost u promjeni,osjećaj sigurnosti,osjećaj se sigurno,kako se osjećati siguro,strah me,kako iznad straha,kako strah sigurnost,duhovnost,osobni razvoj,motivacija,izvan zone komfora,sigurnost u nesigurnosti,promjena posla,promjena partnera,životna promjena,strah od promjene",27,Education,Health,PT9M48S,588,2d,hd,false,hr,hr,https://i.ytimg.com/vi/vwmZkB-PFoQ/maxresdefault.jpg,1,,,,6266,440,,0,29
46,UCRHmcHMSSpCI591HhHnGF5g,"Anita Luis Osobni razvoj",3g5tzxs5sMk,2024-05-18T14:33:05Z,"2024-05-18 14:33:05","zasto se pojavljuju stariji strahovi?","Preuzmi predivan tečaj ***** Mega uspješan program za osobni razvoj i pozitivu, za motivaciju i inspriaciju, duhovnost Program od 5 zvjezdica koji je već promijenio mnoge živote Gratis!!! na ovome linku: https://luisanita.com/paketi/mega-uspjesan-program/ Osobni razvoj i pozitiva, motivacija i inspriacija za bolji život, duhovnost #anitaluis #duhovnost #uspjeh #uspjeh #samopomoć #pozitiva #motivacija #inspiracija #život Budite sa mnom utorkom uživo, a ostaje vam snimka na povoljnom, a efikasnom programu mjesečne pretplate. Zakažite i otkažite kada god želite: www.anitaluis.com Rezervirajte svoje 15min besplatne konzultacije s našom savjetnicom za osobni razvoj i dobijte odgovore o tome što bi bilo najbolje za vaš osobni razvoj, od kuda početi, kako nastaviti. Imamo programe na teme za početnike i napredne ovisi o tome koja je vaša trenutna potreba. Kliknite ovdje i odaberite svoj datum i vrijeme kad ćemo vas nazvati: https://calendly.com/anitaluis Posjetite moj kanal na engleskom jeziku: YT kanal Life Wisdom i uživajte u live iscjeljujućim meditacijama: https://www.youtube.com/channel/UCH09eYy-ny-0FxEpufjnGog Pratite novosti tako da se pretplatite na Newsletter i ostvarite posebne pogodnosti, popuste i poklone klikom na link: https://tinyurl.com/y4eyasws Ako želite pratite me na Facebook stranici https://www.facebook.com/anitaluis.osobnirazvoj ili Instagramu https://www.instagram.com/anitaluis.life.wisdom Za rad sa mnom posjetite web stranicu i pronaći ćete on-line tečajeve, retreatove i radionice / webinare, Akademiju osobnog razvoja te povoljno a efikaso: radionice utorkom uživo u programu mjesečne pretplate www.luisanita.com Hvala vam!","anita luis,motivacija,osobni razvoj,inspiracija,duhovnost,pozitiva,mega uspješan program,gratis tečaj,gratis program,motivacija i inspiracija,osobni razvoj i pozitiva,uspjeh,za motivaciju,motivacijski video,motivacioni video,inspriacijski video,inspriacioni video,duhovnost i osobni rast,osobni rast",27,Education,Lifestyle_(sociology),PT43S,43,2d,hd,false,,,https://i.ytimg.com/vi/3g5tzxs5sMk/maxresdefault.jpg,1,,,,6718,335,,0,2
