position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",4uiZ4LHWF9s,2024-06-06T02:17:17Z,"2024-06-06 02:17:17","Ja sam Ja 💫 energija koja se kolektivno budi 💫buđenje unutrašnje snage i moći 💫","#energije #duhovnost #emocije #motivacija Individualni rad sa mnom 1 na 1, (online) možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT19M4S,1144,2d,hd,false,,,https://i.ytimg.com/vi/4uiZ4LHWF9s/maxresdefault.jpg,,,,,1767,157,,0,11
12,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",bMlJDnfAWlM,2024-05-28T09:31:39Z,"2024-05-28 09:31:39","Šta da radimo kad nismo dobro * preplavljenost emocija i senzacija u tijelu 😔","#energije #duhovnost #izazovi #emocije #podrška Individualni rad sa mnom 1 na 1, (online) možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT33M8S,1988,2d,hd,false,,,https://i.ytimg.com/vi/bMlJDnfAWlM/maxresdefault.jpg,,,,,3669,290,,0,46
13,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",npR7QJtpW-c,2024-05-25T04:20:52Z,"2024-05-25 04:20:52","Osjećaj zaglavljenosti💫frustracija💫bespomoćnost - kolektivne energije 💫","#energije #duhovnost #izazovi #podrška #sos Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/ Individualni rad sa mnom možete dogovoriti na mail: putusredistesebe@gmail.com",,26,"Howto & Style",Lifestyle_(sociology),PT26M17S,1577,2d,hd,false,,,https://i.ytimg.com/vi/npR7QJtpW-c/maxresdefault.jpg,,,,,2725,220,,0,20
14,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",6A5cz02MXEI,2024-05-16T18:49:23Z,"2024-05-16 18:49:23","Energetsko izvješće - Solarne i geomagnetske oluje i utjecaj na naša tijela ✨✨✨","#energije #duhovnost #emocije Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/ Individualni rad sa mnom možete dogovoriti na mail: putusredistesebe@gmail.com",,26,"Howto & Style",Lifestyle_(sociology),PT20M29S,1229,2d,hd,false,,,https://i.ytimg.com/vi/6A5cz02MXEI/maxresdefault.jpg,,,,,2537,249,,0,28
15,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",CNEnsY53t2I,2024-04-13T16:32:13Z,"2024-04-13 16:32:13","Tvoja podrška dok prolaziš kroz krizu/izazov/emocije bolne ✨✨✨✨","#energije #izazovi #sos #emocije #kriza #podrška Individualni rad sa mnom možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti i na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT16M16S,976,2d,hd,false,,,https://i.ytimg.com/vi/CNEnsY53t2I/maxresdefault.jpg,,,,,2598,211,,0,32
16,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",6HOlm8yUDWU,2024-03-19T10:46:49Z,"2024-03-19 10:46:49","WEBINAR - Od žrtve do slobode","#duhovnost #radnasebi #energije #nemoc #ljubavpremasebi Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style","Health,Lifestyle_(sociology)",PT52M52S,3172,2d,hd,false,,,,,,,,2320,169,,0,39
17,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",UMoJv4AlCCw,2024-03-14T22:48:01Z,"2024-03-14 22:48:01","Kako djeca nasljeđuju naše energetske imprinte * energije * uvjerenja","#duhovnost #energije #radnasebi Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Prijave i informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT14M38S,878,2d,hd,false,,,https://i.ytimg.com/vi/UMoJv4AlCCw/maxresdefault.jpg,,,,,1104,93,,0,9
18,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",xALpGUReQGo,2024-03-11T20:06:39Z,"2024-03-11 20:06:39","Mudrost predaka - šta smo to dobro naslijedili od njih ?","#duhovnost #radnasebi #energije Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Prijave i informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT12M8S,728,2d,hd,false,,,https://i.ytimg.com/vi/xALpGUReQGo/maxresdefault.jpg,,,,,787,79,,0,8
19,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",YETH7xHbZs0,2024-03-09T13:18:59Z,"2024-03-09 13:18:59","Iscjeljivanje predaka * uvjerenja i težine koje nasljeđujemo od njih * nedovršene priče predaka","#duhovnost #radnasebi #energije #karma Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Prijave i informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT28M28S,1708,2d,hd,false,,,https://i.ytimg.com/vi/YETH7xHbZs0/maxresdefault.jpg,,,,,1664,152,,0,14
20,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",ow33dTQ71uI,2024-03-03T08:20:48Z,"2024-03-03 08:20:48","Kako se nasljeđuje/prenosi energija (uvjerenja i obrasci) od predaka ?","#duhovnost #radnasebi #energije #emocije Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Prijave i informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT15M55S,955,2d,hd,false,,,https://i.ytimg.com/vi/ow33dTQ71uI/maxresdefault.jpg,,,,,1514,151,,0,17
21,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",zwxYVj7EibI,2024-02-25T04:53:26Z,"2024-02-25 04:53:26","Duboka tuga * praznina * besmisao *","#emocije #duhovnost #radnasebi Prijave i informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,27,Education,Lifestyle_(sociology),PT15M53S,953,2d,hd,false,,,https://i.ytimg.com/vi/zwxYVj7EibI/maxresdefault.jpg,,,,,2336,176,,0,13
22,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",lYvXSRB2npE,2024-02-21T15:40:48Z,"2024-02-21 15:40:48","Čišćenje karme (energije) predaka * kolektivne energije * izazovi * genetski zapisi iz DNK","#energije #radnasebi #duhovnost #buđenje #emocije Prijave i sve informacije u vezi tečaja možete dobiti na mail: putusredistesebe@gmail.com Tečaj Čišćenje karme (energije) predaka i reprogramiranje podsvijesti (obrazaca i uvjerenja) počinje 15.03. i traje do 15.05. Odvija se u privatnoj, zatvorenoj Facebook grupi u koju će imati pristup samo polaznici tečaja. Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",,PT30M8S,1808,2d,hd,false,,,,,,,,2558,154,,0,22
23,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",Fn8cKYOPAuo,2024-02-14T16:19:16Z,"2024-02-14 16:19:16","Božanska bezuvjetna ljubav * blaženstvo * milost ✨✨✨","#duhovnost #milost #ljubav Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/ Individualni rad sa mnom možete dogovoriti putem e-maila putusredistesebe@gmail.com",,26,"Howto & Style",Religion,PT20M16S,1216,2d,hd,false,,,,,,,,1695,131,,0,12
24,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",jP87oAHuO64,2024-02-12T17:43:42Z,"2024-02-12 17:43:42","Strah od Boga * odvojenost od Boga, nepripadanje * uvjerenja koja nasljeđujemo od predaka","#radnasebi #duhovnost #energije #strah #program #uvjerenja Moja Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/ Individualni rad sa mnom možete dogovoriti putem e-maila putusredistesebe@gmail.com",,26,"Howto & Style",,PT18M29S,1109,2d,hd,false,,,https://i.ytimg.com/vi/jP87oAHuO64/maxresdefault.jpg,,,,,1960,150,,0,14
